지점,지점명,일시,평균기온(°C),일강수량(mm)
108,서울,2019-04-03,7.6,
108,서울,2019-04-04,9.2,
108,서울,2019-04-05,11.4,0
108,서울,2019-04-06,9.3,.8
108,서울,2019-04-07,12.6,
108,서울,2019-04-08,11.6,
108,서울,2019-04-09,9.2,17.4
108,서울,2019-04-10,7.1,5.6
108,서울,2019-04-11,9.5,
108,서울,2019-04-12,11.4,
108,서울,2019-04-13,11.8,
108,서울,2019-04-14,9.6,1.7
108,서울,2019-04-15,11.6,
108,서울,2019-04-16,14.9,
108,서울,2019-04-17,15.3,
108,서울,2019-04-18,12.6,0
108,서울,2019-04-19,13.8,
108,서울,2019-04-20,14.3,1.2
108,서울,2019-04-21,14.8,.3
108,서울,2019-04-22,19.3,
108,서울,2019-04-23,20.4,0
108,서울,2019-04-24,19.5,4.1
108,서울,2019-04-25,13.2,11.3
108,서울,2019-04-26,8.4,4.9
108,서울,2019-04-27,11.6,
108,서울,2019-04-28,12.9,0
108,서울,2019-04-29,13,
108,서울,2019-04-30,15.5,
108,서울,2019-05-01,16.4,
108,서울,2019-05-02,17.1,
108,서울,2019-05-03,17.9,
108,서울,2019-05-04,19.5,
108,서울,2019-05-05,19.2,
108,서울,2019-05-06,14.5,0
108,서울,2019-05-07,15,
108,서울,2019-05-08,15.6,
108,서울,2019-05-09,16.6,
108,서울,2019-05-10,17.8,
108,서울,2019-05-11,20.3,
108,서울,2019-05-12,21.6,
108,서울,2019-05-13,18.7,0
108,서울,2019-05-14,19.6,
108,서울,2019-05-15,20.7,
108,서울,2019-05-16,23.5,
108,서울,2019-05-17,23.6,
108,서울,2019-05-18,22.8,0
108,서울,2019-05-19,19.4,22
108,서울,2019-05-20,16.4,8.7
108,서울,2019-05-21,17.2,
108,서울,2019-05-22,19.5,
108,서울,2019-05-23,22.1,
108,서울,2019-05-24,24.2,
108,서울,2019-05-25,23.4,
108,서울,2019-05-26,24.5,
108,서울,2019-05-27,17.8,7.1
108,서울,2019-05-28,18.1,
108,서울,2019-05-29,20.3,
108,서울,2019-05-30,19.6,0
108,서울,2019-05-31,19.1,
108,서울,2019-06-01,18.9,
108,서울,2019-06-02,21.1,
108,서울,2019-06-03,23.1,
108,서울,2019-06-04,22.6,
108,서울,2019-06-05,23,
108,서울,2019-06-06,21.2,7.5
108,서울,2019-06-07,20,35.3
108,서울,2019-06-08,21.9,
108,서울,2019-06-09,21.6,2.5
108,서울,2019-06-10,18.4,9.5
108,서울,2019-06-11,20.5,
108,서울,2019-06-12,21.5,
108,서울,2019-06-13,23,
108,서울,2019-06-14,23,
108,서울,2019-06-15,21.9,2.1
108,서울,2019-06-16,22,
108,서울,2019-06-17,21.7,0
108,서울,2019-06-18,20.8,13.8
108,서울,2019-06-19,21.4,.2
108,서울,2019-06-20,22.7,
108,서울,2019-06-21,22.1,.2
108,서울,2019-06-22,24.2,
108,서울,2019-06-23,25,
108,서울,2019-06-24,25.2,
108,서울,2019-06-25,25.6,
108,서울,2019-06-26,25.5,0
108,서울,2019-06-27,25.5,1.4
108,서울,2019-06-28,24.7,0
108,서울,2019-06-29,23.1,1.5
108,서울,2019-06-30,23.9,0
108,서울,2019-07-01,23.9,
108,서울,2019-07-02,24.4,
108,서울,2019-07-03,24.1,
108,서울,2019-07-04,25.4,
108,서울,2019-07-05,27.6,0
108,서울,2019-07-06,29.7,
108,서울,2019-07-07,26.7,
108,서울,2019-07-08,25.1,
108,서울,2019-07-09,25,
108,서울,2019-07-10,22.7,8.5
108,서울,2019-07-11,21.9,2.9
108,서울,2019-07-12,23.6,
108,서울,2019-07-13,24.9,0
108,서울,2019-07-14,25.9,
108,서울,2019-07-15,23.8,7.7
108,서울,2019-07-16,24.7,6.3
108,서울,2019-07-17,25.6,.7
108,서울,2019-07-18,26.9,
108,서울,2019-07-19,28.6,0
108,서울,2019-07-20,28,1.1
108,서울,2019-07-21,25.1,6.2
108,서울,2019-07-22,26.7,.1
108,서울,2019-07-23,28.1,
108,서울,2019-07-24,26.5,1
108,서울,2019-07-25,26.3,9.7
108,서울,2019-07-26,25.1,60
108,서울,2019-07-27,28.4,.6
108,서울,2019-07-28,26.1,25.6
108,서울,2019-07-29,27.5,.5
108,서울,2019-07-30,28.1,1.2
108,서울,2019-07-31,25.8,62.3
108,서울,2019-08-01,26.3,26.9
108,서울,2019-08-02,28.4,
108,서울,2019-08-03,29.4,3
108,서울,2019-08-04,28.3,8.6
108,서울,2019-08-05,30.5,
108,서울,2019-08-06,31.6,
108,서울,2019-08-07,26.9,8
108,서울,2019-08-08,28.9,0
108,서울,2019-08-09,29.8,
108,서울,2019-08-10,31.5,
108,서울,2019-08-11,30.4,6.7
108,서울,2019-08-12,26.6,56.2
108,서울,2019-08-13,29.2,6.4
108,서울,2019-08-14,30.4,
108,서울,2019-08-15,25.9,16.2
108,서울,2019-08-16,25.9,.1
108,서울,2019-08-17,25.9,0
108,서울,2019-08-18,25.6,
108,서울,2019-08-19,26.3,
108,서울,2019-08-20,28.2,
108,서울,2019-08-21,27,1.3
108,서울,2019-08-22,26.9,
108,서울,2019-08-23,26.2,
108,서울,2019-08-24,24.1,
108,서울,2019-08-25,25,
108,서울,2019-08-26,26.4,
108,서울,2019-08-27,25.7,20
108,서울,2019-08-28,26.1,
108,서울,2019-08-29,23.4,36.9
108,서울,2019-08-30,22.6,.2
108,서울,2019-08-31,23.5,
108,서울,2019-09-01,23.7,
108,서울,2019-09-02,24.4,
108,서울,2019-09-03,24.1,0
108,서울,2019-09-04,22.8,22.7
108,서울,2019-09-05,23,36.4
108,서울,2019-09-06,25.3,2.4
108,서울,2019-09-07,25.7,2.8
108,서울,2019-09-08,24.7,0
108,서울,2019-09-09,25.1,0
108,서울,2019-09-10,23.8,63.2
108,서울,2019-09-11,24.3,7.6
108,서울,2019-09-12,21,3.9
108,서울,2019-09-13,23.3,.1
108,서울,2019-09-14,22.4,.3
108,서울,2019-09-15,24.2,
108,서울,2019-09-16,24.5,
108,서울,2019-09-17,23.5,
108,서울,2019-09-18,21,
108,서울,2019-09-19,19.5,
108,서울,2019-09-20,19.6,
108,서울,2019-09-21,19.6,
108,서울,2019-09-22,18.6,.4
108,서울,2019-09-23,20,
108,서울,2019-09-24,19.8,
108,서울,2019-09-25,20.9,
108,서울,2019-09-26,22.9,
108,서울,2019-09-27,22.9,
108,서울,2019-09-28,23.7,
108,서울,2019-09-29,22.6,
108,서울,2019-09-30,22.4,
108,서울,2019-10-01,23.1,
108,서울,2019-10-02,21.6,23.1
108,서울,2019-10-03,22.4,4.6
108,서울,2019-10-04,22.4,
108,서울,2019-10-05,18.7,.6
108,서울,2019-10-06,18.1,
108,서울,2019-10-07,14.8,25.4
108,서울,2019-10-08,14.7,
108,서울,2019-10-09,13.6,
108,서울,2019-10-10,15.2,
108,서울,2019-10-11,18.8,
108,서울,2019-10-12,17.9,
108,서울,2019-10-13,17.2,
108,서울,2019-10-14,14.4,
108,서울,2019-10-15,14.5,
108,서울,2019-10-16,14.6,
108,서울,2019-10-17,15.4,
108,서울,2019-10-18,17,
108,서울,2019-10-19,17,
108,서울,2019-10-20,16.5,
108,서울,2019-10-21,17.1,
108,서울,2019-10-22,18.1,
108,서울,2019-10-23,17,
108,서울,2019-10-24,18.3,
108,서울,2019-10-25,16.7,0
108,서울,2019-10-26,10,
108,서울,2019-10-27,11,
108,서울,2019-10-28,12.9,1.7
108,서울,2019-10-29,12.5,.1
108,서울,2019-10-30,11.2,
108,서울,2019-10-31,14.8,
108,서울,2019-11-01,14.9,
108,서울,2019-11-02,13.6,
108,서울,2019-11-03,14.7,
108,서울,2019-11-04,13.8,
108,서울,2019-11-05,12.4,
108,서울,2019-11-06,11,
108,서울,2019-11-07,9.2,
108,서울,2019-11-08,6.8,
108,서울,2019-11-09,9.5,
108,서울,2019-11-10,10,11.8
108,서울,2019-11-11,11.2,1.1
108,서울,2019-11-12,9.3,
108,서울,2019-11-13,7.2,7.5
108,서울,2019-11-14,1.3,
108,서울,2019-11-15,5.6,18.8
108,서울,2019-11-16,6.8,
108,서울,2019-11-17,8.3,21.1
108,서울,2019-11-18,4.6,14.7
108,서울,2019-11-19,.2,0
108,서울,2019-11-20,.5,
108,서울,2019-11-21,4.2,
108,서울,2019-11-22,9.7,
108,서울,2019-11-23,12.1,
108,서울,2019-11-24,9.8,3.8
108,서울,2019-11-25,1.9,
108,서울,2019-11-26,6.6,
108,서울,2019-11-27,3.1,
108,서울,2019-11-28,3.5,
108,서울,2019-11-29,1.5,
108,서울,2019-11-30,4.1,
108,서울,2019-12-01,4.6,3.3
108,서울,2019-12-02,-.1,
108,서울,2019-12-03,.5,.6
108,서울,2019-12-04,2,0
108,서울,2019-12-05,-4.4,
108,서울,2019-12-06,-5.9,
108,서울,2019-12-07,-2.4,.1
108,서울,2019-12-08,-.9,
108,서울,2019-12-09,3.2,0
108,서울,2019-12-10,8.1,1.7
108,서울,2019-12-11,6.3,.2
108,서울,2019-12-12,-.7,
108,서울,2019-12-13,2.1,1
108,서울,2019-12-14,2.7,0
108,서울,2019-12-15,5.3,
108,서울,2019-12-16,7.8,
108,서울,2019-12-17,7.7,9.8
108,서울,2019-12-18,.8,
108,서울,2019-12-19,-.8,0
108,서울,2019-12-20,-1.1,0
108,서울,2019-12-21,-1.2,.6
108,서울,2019-12-22,4.1,.3
108,서울,2019-12-23,3.4,2.9
108,서울,2019-12-24,.8,
108,서울,2019-12-25,2,
108,서울,2019-12-26,2,.3
108,서울,2019-12-27,-1.7,
108,서울,2019-12-28,1.1,
108,서울,2019-12-29,3.8,1.4
108,서울,2019-12-30,2.7,.4
108,서울,2019-12-31,-7.9,0
